timestamp,Zone,Shift,Pressure_PSI,Temperature_C,Flow_Rate_LPM
2026-06-25 03:06:00,Zone_East,Night,244.47,48.66,642.36
2026-06-25 03:08:00,Zone_North,Morning,254.61,55.39,1076.01
2026-06-25 03:10:00,Zone_East,Night,212.76,67.06,716.22
2026-06-25 03:12:00,Zone_Central,Afternoon,219.03,63.07,1205.39
2026-06-25 03:14:00,Zone_South,Night,165.26,45.63,774.54
2026-06-25 03:16:00,Zone_South,Afternoon,263.18,77.96,1238.38
2026-06-25 03:18:00,Zone_North,Night,123.87,80.15,751.91
2026-06-25 03:20:00,Zone_West,Morning,175.78,72.27,1177.09
2026-06-25 03:22:00,Zone_North,Morning,235.49,66.64,866.46
2026-06-25 03:24:00,Zone_West,Night,132.81,83.43,1066.5
2026-06-25 03:26:00,Zone_South,Morning,149.31,49.8,630.93
2026-06-25 03:28:00,Zone_North,Night,214.29,74.52,996.2
2026-06-25 03:30:00,Zone_Central,Morning,209.6,50.13,718.95
2026-06-25 03:32:00,Zone_East,Afternoon,238.23,60.27,989.06
2026-06-25 03:34:00,Zone_West,Night,250.02,68.42,713.09
2026-06-25 03:36:00,Zone_East,Afternoon,140.57,74.48,949.67
2026-06-25 03:38:00,Zone_East,Afternoon,122.94,45.15,688.5
2026-06-25 03:40:00,Zone_North,Night,230.34,64.4,775.96
2026-06-25 03:42:00,Zone_East,Afternoon,168.22,66.53,1076.06
2026-06-25 03:44:00,Zone_Central,Night,220.16,66.31,1381.33
2026-06-25 03:46:00,Zone_East,Afternoon,144.09,70.51,959.35
2026-06-25 03:48:00,Zone_North,Night,195.05,57.15,1149.74
2026-06-25 03:50:00,Zone_Central,Night,200.71,66.62,1031.54
2026-06-25 03:52:00,Zone_South,Morning,213.61,52.59,998.69
2026-06-25 03:54:00,Zone_East,Night,202.11,52.47,651.76
2026-06-25 03:56:00,Zone_North,Night,199.31,68.06,715.44
2026-06-25 03:58:00,Zone_South,Afternoon,173.24,72.42,1306.45
2026-06-25 04:00:00,Zone_South,Night,131.39,49.82,928.13
2026-06-25 04:02:00,Zone_West,Morning,134.32,49.91,1091.47
2026-06-25 04:04:00,Zone_Central,Afternoon,189.4,67.61,1022.59
2026-06-25 04:06:00,Zone_East,Afternoon,176.93,55.8,903.11
2026-06-25 04:08:00,Zone_North,Morning,202.58,60.7,910.25
2026-06-25 04:10:00,Zone_West,Afternoon,168.77,61.03,1044.37
2026-06-25 04:12:00,Zone_Central,Afternoon,230.07,52.14,712.91
2026-06-25 04:14:00,Zone_West,Afternoon,258.23,45.05,909.81
2026-06-25 04:16:00,Zone_North,Afternoon,167.82,79.13,957.58
2026-06-25 04:18:00,Zone_Central,Morning,150.88,73.6,1388.1
2026-06-25 04:20:00,Zone_East,Morning,138.59,72.62,881.16
2026-06-25 04:22:00,Zone_Central,Afternoon,218.6,66.86,1115.66
2026-06-25 04:24:00,Zone_West,Afternoon,191.02,73.04,709.93
2026-06-25 04:26:00,Zone_Central,Morning,150.08,82.43,652.39
2026-06-25 04:28:00,Zone_East,Morning,224.5,71.63,1297.23
2026-06-25 04:30:00,Zone_East,Morning,143.76,55.6,1184.59
2026-06-25 04:32:00,Zone_West,Afternoon,208.69,67.82,854.0
2026-06-25 04:34:00,Zone_South,Afternoon,204.34,62.69,1003.66
2026-06-25 04:36:00,Zone_South,Afternoon,237.48,67.26,708.6
2026-06-25 04:38:00,Zone_Central,Morning,128.82,65.7,1165.73
2026-06-25 04:40:00,Zone_North,Afternoon,262.06,64.4,656.26
2026-06-25 04:42:00,Zone_Central,Morning,232.48,71.07,1205.63
2026-06-25 04:44:00,Zone_West,Afternoon,154.58,52.55,1037.47
2026-06-25 04:46:00,Zone_West,Morning,149.34,47.52,823.08
2026-06-25 04:48:00,Zone_West,Afternoon,189.07,61.97,1290.06
2026-06-25 04:50:00,Zone_West,Night,250.81,45.62,1388.86
2026-06-25 04:52:00,Zone_West,Night,254.87,57.73,803.48
2026-06-25 04:54:00,Zone_East,Morning,203.27,59.72,1245.0
2026-06-25 04:56:00,Zone_South,Afternoon,257.73,60.02,1200.13
2026-06-25 04:58:00,Zone_West,Afternoon,120.87,84.17,1197.75
2026-06-25 05:00:00,Zone_North,Morning,125.63,57.16,1365.79
2026-06-25 05:02:00,Zone_North,Afternoon,265.89,55.61,989.29
2026-06-25 05:04:00,Zone_North,Morning,244.05,50.18,1139.33
2026-06-25 05:06:00,Zone_North,Afternoon,192.11,65.44,1259.1
2026-06-25 05:08:00,Zone_East,Morning,240.58,51.15,983.63
2026-06-25 05:10:00,Zone_North,Afternoon,272.9,69.65,985.14
2026-06-25 05:12:00,Zone_West,Morning,243.53,51.21,854.92
2026-06-25 05:14:00,Zone_Central,Afternoon,254.78,68.07,1224.66
2026-06-25 05:16:00,Zone_North,Night,241.7,78.05,1148.96
2026-06-25 05:18:00,Zone_East,Afternoon,146.91,46.7,960.91
2026-06-25 05:20:00,Zone_East,Morning,253.37,61.79,935.47
2026-06-25 05:22:00,Zone_North,Night,151.22,64.4,658.07
2026-06-25 05:24:00,Zone_Central,Afternoon,262.82,76.64,605.2
2026-06-25 05:26:00,Zone_North,Night,193.38,63.72,1023.12
2026-06-25 05:28:00,Zone_East,Afternoon,203.11,67.7,933.99
2026-06-25 05:30:00,Zone_South,Night,199.56,76.65,1236.83
2026-06-25 05:32:00,Zone_West,Morning,135.04,67.39,1006.25
2026-06-25 05:34:00,Zone_East,Afternoon,166.52,59.33,1349.36
2026-06-25 05:36:00,Zone_North,Afternoon,277.4,48.43,756.91
2026-06-25 05:38:00,Zone_West,Morning,273.71,74.2,1392.12
2026-06-25 05:40:00,Zone_North,Night,171.28,79.85,838.34
2026-06-25 05:42:00,Zone_North,Morning,279.41,83.8,1113.94
2026-06-25 05:44:00,Zone_South,Morning,255.29,82.06,1001.48
2026-06-25 05:46:00,Zone_West,Night,217.75,76.9,887.66
2026-06-25 05:48:00,Zone_West,Morning,126.42,70.74,711.45
2026-06-25 05:50:00,Zone_South,Afternoon,264.23,76.26,707.87
2026-06-25 05:52:00,Zone_East,Afternoon,209.19,62.28,1169.2
2026-06-25 05:54:00,Zone_North,Afternoon,258.96,68.79,902.11
2026-06-25 05:56:00,Zone_Central,Morning,253.51,58.95,1369.04
2026-06-25 05:58:00,Zone_North,Afternoon,253.28,58.07,860.52
2026-06-25 06:00:00,Zone_North,Afternoon,231.71,75.27,1386.82
2026-06-25 06:02:00,Zone_East,Afternoon,166.63,63.16,764.34
2026-06-25 06:04:00,Zone_North,Afternoon,173.79,53.49,682.25
2026-06-25 06:06:00,Zone_South,Afternoon,169.36,53.08,850.06
2026-06-25 06:08:00,Zone_South,Afternoon,123.21,79.37,1308.47
2026-06-25 06:10:00,Zone_West,Morning,213.21,72.11,1017.48
2026-06-25 06:12:00,Zone_Central,Afternoon,231.81,66.84,708.52
2026-06-25 06:14:00,Zone_North,Afternoon,256.62,61.04,762.0
2026-06-25 06:16:00,Zone_North,Night,142.43,62.23,849.01
2026-06-25 06:18:00,Zone_East,Afternoon,207.07,47.3,1072.13
2026-06-25 06:20:00,Zone_South,Morning,121.28,63.2,865.9
2026-06-25 06:22:00,Zone_North,Morning,135.21,76.82,1197.64
2026-06-25 06:24:00,Zone_West,Morning,128.67,60.52,1093.03
2026-06-25 06:26:00,Zone_South,Afternoon,236.08,60.34,1299.06
2026-06-25 06:28:00,Zone_West,Afternoon,132.97,45.63,1000.77
2026-06-25 06:30:00,Zone_East,Night,234.63,63.31,864.94
2026-06-25 06:32:00,Zone_East,Night,159.94,46.01,1397.02
2026-06-25 06:34:00,Zone_North,Morning,260.43,67.81,884.51
2026-06-25 06:36:00,Zone_Central,Night,250.1,65.27,942.88
2026-06-25 06:38:00,Zone_West,Night,273.25,78.6,1247.3
2026-06-25 06:40:00,Zone_South,Morning,261.4,68.27,670.91
2026-06-25 06:42:00,Zone_North,Morning,269.33,57.94,909.19
2026-06-25 06:44:00,Zone_North,Night,257.4,65.65,668.57
2026-06-25 06:46:00,Zone_North,Afternoon,230.94,72.99,711.44
2026-06-25 06:48:00,Zone_West,Night,147.24,48.76,603.71
2026-06-25 06:50:00,Zone_East,Night,163.47,69.84,607.64
2026-06-25 06:52:00,Zone_Central,Afternoon,154.04,81.67,904.23
2026-06-25 06:54:00,Zone_East,Afternoon,216.57,56.97,1247.33
2026-06-25 06:56:00,Zone_West,Morning,200.58,70.07,1069.6
2026-06-25 06:58:00,Zone_West,Morning,258.73,77.85,1107.93
2026-06-25 07:00:00,Zone_East,Night,272.43,65.47,1015.4
2026-06-25 07:02:00,Zone_West,Afternoon,184.78,73.72,1255.83
2026-06-25 07:04:00,Zone_East,Morning,201.02,57.44,1304.3
2026-06-25 07:06:00,Zone_South,Night,275.44,57.24,1279.79
2026-06-25 07:08:00,Zone_East,Afternoon,164.2,71.7,1249.71
2026-06-25 07:10:00,Zone_East,Night,246.78,73.22,746.17
2026-06-25 07:12:00,Zone_West,Morning,156.04,82.48,1075.1
2026-06-25 07:14:00,Zone_West,Morning,229.03,53.99,1065.73
2026-06-25 07:16:00,Zone_North,Afternoon,160.58,63.73,1022.36
2026-06-25 07:18:00,Zone_North,Night,261.4,55.02,984.65
2026-06-25 07:20:00,Zone_South,Afternoon,209.84,48.2,671.34
2026-06-25 07:22:00,Zone_North,Morning,149.75,61.13,681.73
2026-06-25 07:24:00,Zone_East,Morning,155.9,59.96,1321.83
2026-06-25 07:26:00,Zone_North,Night,199.02,55.82,1104.15
2026-06-25 07:28:00,Zone_North,Night,273.86,56.88,809.85
2026-06-25 07:30:00,Zone_North,Night,243.14,59.42,823.44
2026-06-25 07:32:00,Zone_South,Afternoon,198.13,84.55,1088.16
2026-06-25 07:34:00,Zone_South,Night,174.04,76.32,925.55
2026-06-25 07:36:00,Zone_East,Night,207.88,47.86,953.06
2026-06-25 07:38:00,Zone_West,Morning,239.74,79.9,648.52
2026-06-25 07:40:00,Zone_South,Morning,245.43,70.33,710.99
2026-06-25 07:42:00,Zone_North,Night,171.94,80.62,914.68
2026-06-25 07:44:00,Zone_West,Night,235.39,58.67,1159.75
2026-06-25 07:46:00,Zone_West,Morning,225.25,63.58,638.42
2026-06-25 07:48:00,Zone_North,Night,273.46,80.85,867.65
2026-06-25 07:50:00,Zone_South,Afternoon,268.97,55.9,1156.06
2026-06-25 07:52:00,Zone_North,Afternoon,246.3,81.62,1233.64
2026-06-25 07:54:00,Zone_West,Afternoon,235.74,78.14,752.18
2026-06-25 07:56:00,Zone_Central,Night,163.85,84.22,1185.19
2026-06-25 07:58:00,Zone_Central,Morning,255.35,57.97,1364.33
2026-06-25 08:00:00,Zone_East,Night,188.4,54.43,1325.45
2026-06-25 08:02:00,Zone_North,Night,163.56,58.23,1231.5
2026-06-25 08:04:00,Zone_North,Morning,181.47,83.19,1169.86
2026-06-25 08:06:00,Zone_East,Morning,253.75,58.32,788.11
2026-06-25 08:08:00,Zone_East,Morning,143.78,67.61,1107.12
2026-06-25 08:10:00,Zone_East,Afternoon,192.99,61.15,1114.62
2026-06-25 08:12:00,Zone_West,Night,198.78,60.85,925.46
2026-06-25 08:14:00,Zone_North,Morning,125.86,52.74,994.41
2026-06-25 08:16:00,Zone_West,Night,151.32,66.48,1155.22
2026-06-25 08:18:00,Zone_East,Afternoon,252.28,78.98,1361.68
2026-06-25 08:20:00,Zone_North,Afternoon,252.92,46.98,836.24
2026-06-25 08:22:00,Zone_West,Morning,166.79,80.57,797.09
2026-06-25 08:24:00,Zone_West,Morning,259.98,71.62,1081.45
2026-06-25 08:26:00,Zone_East,Night,243.49,69.67,704.64
2026-06-25 08:28:00,Zone_North,Morning,186.87,70.04,1066.03
2026-06-25 08:30:00,Zone_East,Night,239.75,56.85,671.08
2026-06-25 08:32:00,Zone_North,Morning,273.81,61.61,992.47
2026-06-25 08:34:00,Zone_Central,Night,193.44,76.97,1096.33
2026-06-25 08:36:00,Zone_South,Night,158.15,57.26,656.09
2026-06-25 08:38:00,Zone_South,Night,270.69,63.8,765.56
2026-06-25 08:40:00,Zone_South,Night,216.6,45.79,868.3
2026-06-25 08:42:00,Zone_East,Afternoon,136.84,74.34,894.88
2026-06-25 08:44:00,Zone_Central,Night,211.63,61.71,1140.88
2026-06-25 08:46:00,Zone_North,Morning,200.09,66.01,1023.22
2026-06-25 08:48:00,Zone_West,Afternoon,256.89,49.59,905.69
2026-06-25 08:50:00,Zone_North,Afternoon,204.91,84.67,960.54
2026-06-25 08:52:00,Zone_West,Night,160.84,57.1,610.38
2026-06-25 08:54:00,Zone_North,Afternoon,228.1,70.4,1216.42
2026-06-25 08:56:00,Zone_Central,Night,206.81,68.25,632.8
2026-06-25 08:58:00,Zone_West,Morning,157.29,76.4,1263.45
2026-06-25 09:00:00,Zone_East,Night,211.78,56.75,1032.8
2026-06-25 09:02:00,Zone_North,Afternoon,251.45,75.24,1022.26
2026-06-25 09:04:00,Zone_North,Morning,124.57,60.3,1163.66
2026-06-25 09:06:00,Zone_West,Night,220.94,61.45,1287.65
2026-06-25 09:08:00,Zone_East,Morning,175.93,71.91,1354.12
2026-06-25 09:10:00,Zone_East,Morning,166.83,76.37,1034.7
2026-06-25 09:12:00,Zone_Central,Afternoon,182.81,71.67,720.53
2026-06-25 09:14:00,Zone_East,Morning,174.72,81.0,1302.9
2026-06-25 09:16:00,Zone_East,Afternoon,253.16,56.41,632.54
2026-06-25 09:18:00,Zone_East,Morning,163.97,81.02,1245.87
2026-06-25 09:20:00,Zone_South,Night,237.3,50.23,1144.34
2026-06-25 09:22:00,Zone_North,Morning,135.05,71.38,1323.78
2026-06-25 09:24:00,Zone_North,Night,272.22,66.91,1317.97
2026-06-25 09:26:00,Zone_West,Night,219.57,64.79,642.52
2026-06-25 09:28:00,Zone_North,Morning,233.07,57.44,1087.56
2026-06-25 09:30:00,Zone_Central,Night,167.69,65.15,699.74
2026-06-25 09:32:00,Zone_West,Morning,185.94,51.47,662.77
2026-06-25 09:34:00,Zone_South,Morning,155.8,59.77,958.62
2026-06-25 09:36:00,Zone_East,Night,269.21,48.95,678.08
2026-06-25 09:38:00,Zone_West,Night,198.1,67.87,1182.32
2026-06-25 09:40:00,Zone_East,Afternoon,220.87,48.83,1375.15
2026-06-25 09:42:00,Zone_North,Night,237.48,51.41,1055.67
2026-06-25 09:44:00,Zone_North,Afternoon,179.38,48.42,788.14
2026-06-25 09:46:00,Zone_West,Night,235.22,60.25,1274.57
2026-06-25 09:48:00,Zone_West,Morning,228.16,78.68,1282.48
2026-06-25 09:50:00,Zone_Central,Night,232.91,81.28,1186.23
2026-06-25 09:52:00,Zone_Central,Morning,198.28,47.88,1092.11
2026-06-25 09:54:00,Zone_East,Morning,181.27,70.38,1294.23
2026-06-25 09:56:00,Zone_West,Morning,155.53,72.38,730.63
2026-06-25 09:58:00,Zone_North,Afternoon,251.94,66.35,1345.28
2026-06-25 10:00:00,Zone_Central,Night,217.34,71.68,1357.76
2026-06-25 10:02:00,Zone_Central,Morning,191.1,54.35,1297.59
2026-06-25 10:04:00,Zone_North,Morning,0.0,64.59,800.53
2026-06-25 10:06:00,Zone_Central,Afternoon,127.65,60.64,1286.54
2026-06-25 10:08:00,Zone_East,Night,256.03,48.59,998.11
2026-06-25 10:10:00,Zone_West,Night,279.61,70.02,1075.94
2026-06-25 10:12:00,Zone_North,Afternoon,261.91,64.81,1272.48
2026-06-25 10:14:00,Zone_West,Afternoon,249.67,56.01,623.67
2026-06-25 10:16:00,Zone_Central,Night,179.89,63.95,890.35
2026-06-25 10:18:00,Zone_Central,Afternoon,157.01,76.01,1252.55
2026-06-25 10:20:00,Zone_North,Night,203.0,77.07,1251.16
2026-06-25 10:22:00,Zone_East,Night,168.73,70.98,1278.95
2026-06-25 10:24:00,Zone_South,Morning,148.17,63.71,735.37
2026-06-25 10:26:00,Zone_North,Morning,245.84,68.03,1164.71
2026-06-25 10:28:00,Zone_South,Night,170.01,60.4,717.2
2026-06-25 10:30:00,Zone_South,Night,266.31,50.06,1228.08
2026-06-25 10:32:00,Zone_East,Night,254.5,60.42,796.1
2026-06-25 10:34:00,Zone_South,Night,255.62,66.21,1190.25
2026-06-25 10:36:00,Zone_South,Night,243.45,68.95,964.0
2026-06-25 10:38:00,Zone_East,Night,260.94,82.43,1389.01
2026-06-25 10:40:00,Zone_South,Afternoon,248.92,0.0,1063.92
2026-06-25 10:42:00,Zone_South,Night,216.4,51.08,1106.06
2026-06-25 10:44:00,Zone_South,Afternoon,167.33,51.97,894.53
2026-06-25 10:46:00,Zone_North,Afternoon,262.11,49.02,1187.62
2026-06-25 10:48:00,Zone_North,Night,254.5,74.53,995.91
2026-06-25 10:50:00,Zone_North,Night,195.66,73.24,614.45
2026-06-25 10:52:00,Zone_East,Afternoon,126.25,84.45,1086.87
2026-06-25 10:54:00,Zone_Central,Afternoon,222.17,65.88,1264.37
2026-06-25 10:56:00,Zone_South,Night,128.1,78.06,789.44
2026-06-25 10:58:00,Zone_South,Night,268.2,68.06,776.85
2026-06-25 11:00:00,Zone_East,Afternoon,273.86,79.96,1087.11
2026-06-25 11:02:00,Zone_South,Afternoon,150.32,73.84,1254.38
2026-06-25 11:04:00,Zone_North,Afternoon,228.22,70.72,799.7
2026-06-25 11:06:00,Zone_Central,Morning,134.76,67.6,1345.81
2026-06-25 11:08:00,Zone_West,Afternoon,236.72,73.92,1341.91
2026-06-25 11:10:00,Zone_South,Morning,175.57,61.79,760.43
2026-06-25 11:12:00,Zone_North,Night,228.97,48.86,811.03
2026-06-25 11:14:00,Zone_West,Night,194.1,46.6,1160.48
2026-06-25 11:16:00,Zone_Central,Afternoon,143.29,64.16,1361.39
2026-06-25 11:18:00,Zone_West,Night,184.98,68.97,1167.91
2026-06-25 11:20:00,Zone_North,Night,138.03,48.15,955.92
2026-06-25 11:22:00,Zone_West,Night,212.3,56.48,735.2
2026-06-25 11:24:00,Zone_East,Night,126.55,57.88,968.81
2026-06-25 11:26:00,Zone_West,Morning,204.37,67.51,1085.41
2026-06-25 11:28:00,Zone_South,Morning,261.82,56.14,864.76
2026-06-25 11:30:00,Zone_South,Afternoon,254.06,48.83,1008.21
2026-06-25 11:32:00,Zone_East,Afternoon,261.25,51.59,704.17
2026-06-25 11:34:00,Zone_North,Afternoon,267.53,51.96,961.75
2026-06-25 11:36:00,Zone_South,Night,136.72,78.71,672.62
2026-06-25 11:38:00,Zone_Central,Night,140.6,56.37,639.27
2026-06-25 11:40:00,Zone_South,Morning,209.12,73.59,1285.79
2026-06-25 11:42:00,Zone_South,Morning,263.04,67.71,764.07
2026-06-25 11:44:00,Zone_North,Afternoon,275.9,84.08,1060.12
2026-06-25 11:46:00,Zone_West,Morning,127.4,55.91,719.19
2026-06-25 11:48:00,Zone_South,Morning,176.92,51.33,810.02
2026-06-25 11:50:00,Zone_East,Morning,154.06,47.08,889.07
2026-06-25 11:52:00,Zone_West,Morning,240.95,54.64,714.94
2026-06-25 11:54:00,Zone_Central,Morning,222.43,72.36,636.77
2026-06-25 11:56:00,Zone_North,Afternoon,139.18,48.41,1301.73
2026-06-25 11:58:00,Zone_Central,Afternoon,197.36,54.79,609.47
2026-06-25 12:00:00,Zone_West,Morning,229.67,79.21,649.06
2026-06-25 12:02:00,Zone_West,Afternoon,244.64,68.32,1244.06
2026-06-25 12:04:00,Zone_West,Night,123.21,47.78,825.61
2026-06-25 12:06:00,Zone_Central,Morning,262.48,46.91,1178.26
2026-06-25 12:08:00,Zone_South,Night,211.09,47.44,716.98
2026-06-25 12:10:00,Zone_Central,Afternoon,249.91,82.68,789.83
2026-06-25 12:12:00,Zone_West,Afternoon,249.27,78.99,1058.22
2026-06-25 12:14:00,Zone_East,Night,150.38,78.8,1390.91
2026-06-25 12:16:00,Zone_West,Afternoon,137.63,81.97,658.76
2026-06-25 12:18:00,Zone_Central,Morning,235.41,65.21,920.44
2026-06-25 12:20:00,Zone_South,Night,145.03,54.89,634.46
2026-06-25 12:22:00,Zone_West,Morning,255.99,61.05,759.38
2026-06-25 12:24:00,Zone_South,Night,236.19,73.75,1325.98
2026-06-25 12:26:00,Zone_East,Afternoon,254.69,80.04,677.17
2026-06-25 12:28:00,Zone_North,Night,167.84,62.4,1285.48
2026-06-25 12:30:00,Zone_East,Night,170.66,66.42,742.24
2026-06-25 12:32:00,Zone_West,Morning,227.4,82.27,1289.43
2026-06-25 12:34:00,Zone_South,Afternoon,125.03,49.3,1030.42
2026-06-25 12:36:00,Zone_South,Morning,236.24,79.49,1302.57
2026-06-25 12:38:00,Zone_Central,Afternoon,253.73,51.37,721.36
2026-06-25 12:40:00,Zone_South,Morning,186.43,64.35,1209.63
2026-06-25 12:42:00,Zone_Central,Night,242.38,53.74,1144.56
2026-06-25 12:44:00,Zone_North,Morning,147.94,69.12,1034.35
2026-06-25 12:46:00,Zone_West,Afternoon,171.56,67.34,1248.47
2026-06-25 12:48:00,Zone_South,Afternoon,275.89,60.2,1118.62
2026-06-25 12:50:00,Zone_North,Night,277.81,79.53,1301.64
